Anno;ateco_UL_2007_2cifre;descriz_ateco_UL_2007_2cifre;ateco_UL_2007_5cifre;descriz_ateco_UL_2007-5cifre;N.unità locali;N.addetti_UL
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45202;Riparazione di carrozzerie di autoveicoli;324;1394,85
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45203;Riparazione di impianti elettrici e di alimentazione per autoveicoli;133;240,29
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45204;Riparazione e sostituzione di pneumatici per autoveicoli;42;93,12
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45209;Autolavaggio e altre attività di manutenzione;65;159,18
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45310;Commercio all'ingrosso di parti e accessori di autoveicoli;224;1450,03
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45320;Commercio al dettaglio di parti e accessori di autoveicoli;98;337,06
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45401;Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori;131;388,77
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45402;Commercio all'ingrosso e al dettaglio di parti e accessori per motocicli e ciclomotori;44;145,95
2009;45;COMMERCIO ALL'INGROSSO E AL DETTAGLIO E RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI;45403;Manutenzione e riparazione di motocicli e ciclomotori compresi i pneumatici;23;51,97
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46110;"Intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati; pelli grezze";83;142,05
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46120;Intermediari del commercio di combustibili, minerali, metalli e prodotti chimici;515;963,9
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46130;Intermediari del commercio di legname e materiali da costruzione;319;475,04
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46140;Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio e computer;543;911,14
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46150;Intermediari del commercio di mobili, articoli per la casa e ferramenta;414;608,51
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46160;Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle;952;1632,23
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46170;Intermediari del commercio di prodotti alimentari, bevande e tabacco;556;906,83
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46181;Intermediari del commercio di prodotti di carta, cancelleria, libri;480;696,88
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46182;Intermediari del commercio di prodotti di elettronica;367;790,19
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46183;Intermediari del commercio di prodotti farmaceutici e di cosmetici;555;730,43
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46189;Intermediari del commercio di attrezzature sportive, biciclette e altri prodotti nca;512;665,95
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46190;Intermediari del commercio di vari prodotti senza prevalenza di alcuno;1861;2640,71
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46211;Commercio all'ingrosso di cereali e legumi secchi;13;47,57
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46212;Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina, tabacco grezzo;19;111,07
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46220;Commercio all'ingrosso di fiori e piante;59;193,5
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46230;Commercio all'ingrosso di animali vivi;15;25,76
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46241;Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria);26;107,13
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46242;Commercio all'ingrosso di pelli gregge e lavorate per pellicceria;15;145,7
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46311;Commercio all'ingrosso di frutta e ortaggi freschi;234;1352,26
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46312;Commercio all'ingrosso di frutta e ortaggi conservati;12;34,89
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46321;Commercio all'ingrosso di carne fresca, congelata e surgelata;53;169,5
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46322;Commercio all'ingrosso di prodotti di salumeria;5;8,92
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46331;Commercio all'ingrosso di prodotti lattiero-caseari e di uova;48;534
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46332;Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale;12;15,28
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46341;Commercio all'ingrosso di bevande alcoliche;85;204,43
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46342;Commercio all'ingrosso di bevande non alcoliche;20;44,18
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46350;Commercio all'ingrosso di prodotti del tabacco;4;9,58
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46360;Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno;45;117,29
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46370;Commercio all'ingrosso di caffè, tè, cacao e spezie;23;67,48
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46381;Commercio all'ingrosso di prodotti della pesca freschi;33;173,55
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46382;Commercio all'ingrosso di prodotti della pesca congelati, surgelati, conservati, secchi;29;153,77
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46383;Commercio all'ingrosso di pasti e piatti pronti;2;5
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46389;Commercio all'ingrosso di altri prodotti alimentari;128;828,71
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46391;Commercio all'ingrosso non specializzato di prodotti surgelati;6;13,58
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46392;Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco;68;366,04
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46411;Commercio all'ingrosso di tessuti;153;531,69
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46412;Commercio all'ingrosso di articoli di merceria, filati e passamaneria;48;224,57
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46419;Commercio all'ingrosso di altri articoli tessili;50;154,64
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46421;Commercio all'ingrosso di abbigliamento e accessori;733;2839,45
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46422;Commercio all'ingrosso di articoli in pelliccia;27;63,96
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46423;Commercio all'ingrosso di camicie, biancheria intima, maglieria e simili;57;229,46
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46424;Commercio all'ingrosso di calzature e accessori;80;336,66
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46431;Commercio all'ingrosso di elettrodomestici, di elettronica di consumo audio e video;124;1217,88
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46432;Commercio all'ingrosso di supporti registrati, audio, video (CD, DVD e altri supporti);71;544,29
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46433;Commercio all'ingrosso di articoli per fotografia, cinematografia e ottica;69;563,37
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46441;Commercio all'ingrosso di vetreria e cristalleria;24;285,87
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46442;Commercio all'ingrosso di ceramiche e porcellana;35;172,78
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46443;Commercio all'ingrosso di saponi, detersivi e altri prodotti per la pulizia;38;197,96
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46444;Commercio all'ingrosso di coltelleria, posateria e pentolame;11;45,18
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46450;Commercio all'ingrosso di profumi e cosmetici;242;2098,28
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46461;Commercio all'ingrosso di medicinali;208;4201,33
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46462;Commercio all'ingrosso di prodotti botanici per uso farmaceutico;15;34,4
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46463;Commercio all'ingrosso di articoli medicali ed ortopedici;325;2578,41
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46471;Commercio all'ingrosso di mobili di qualsiasi materiale;173;389,73
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46472;Commercio all'ingrosso di tappeti;15;29,35
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46473;"Commercio all'ingrosso di articoli per l'illuminazione; materiale elettrico vario per uso domestico";199;1136,32
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46480;Commercio all'ingrosso di orologi e di gioielleria;361;1534,82
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46491;Commercio all'ingrosso di carta, cartone e articoli di cartoleria;216;1114,22
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46492;Commercio all'ingrosso di libri, riviste e giornali;61;193,07
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46493;Commercio all'ingrosso di giochi e giocattoli;45;714,71
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46494;Commercio all'ingrosso di articoli sportivi (comprese le biciclette);76;318,41
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46495;"Commercio all'ingrosso di articoli in pelle; articoli da viaggio in qualsiasi materiale";73;196,99
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46499;Commercio all'ingrosso di vari prodotti di consumo non alimentare nca;524;1444,47
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46510;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software;592;2835,4
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46520;Commercio all'ingrosso apparecchiature elettroniche per telecomunicazioni e componenti elettronici;262;1708,91
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46610;Commercio all'ingrosso di macchine, accessori e utensili agricoli, inclusi i trattori;14;50,67
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46620;Commercio all'ingrosso di macchine utensili, comprese le relative parti intercambiabili;157;748,62
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46630;Commercio all'ingrosso di macchine per le miniere, l'edilizia e l'ingegneria civile;48;142,69
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46640;Commercio all'ingrosso di macchine per l'industria tessile, di macchine per cucire e per maglieria;28;116,7
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46650;Commercio all'ingrosso di mobili per ufficio e negozi;19;46,27
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46660;Commercio all'ingrosso di altre macchine e attrezzature per ufficio;125;1084,61
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46691;Commercio all'ingrosso di mezzi ed attrezzature di trasporto;18;87,15
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46692;Commercio all'ingrosso di materiale elettrico per impianti di uso industriale;55;296,87
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46693;Commercio all'ingrosso di apparecchiature per parrucchieri, palestre, solarium e centri estetici;13;43,91
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46699;Commercio all'ingrosso di altre macchine e attrezzature per l'industria, il commercio e la navigazione;495;4204,49
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46710;Commercio all'ingrosso di prodotti petroliferi e lubrificati per autotrazione, di combustibili per riscaldamento;97;1212,14
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46721;Commercio all'ingrosso di minerali metalliferi, di metalli ferrosi e prodotti semilavorati;184;638,53
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46722;Commercio all'ingrosso di metalli non ferrosi e prodotti semilavorati;88;431,45
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46731;Commercio all'ingrosso di legname, semilavorati in legno e legno artificiale;43;150,05
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46732;Commercio all'ingrosso di materiali da costruzione (inclusi gli apparecchi igienico-sanitari);251;1187,24
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46733;Commercio all'ingrosso di vetro piano;3;6
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46734;Commercio all'ingrosso di carta da parati, colori e vernici;73;245,33
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46741;Commercio all'ingrosso di articoli in ferro e in altri metalli (ferramenta);229;995,17
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46742;Commercio all'ingrosso di apparecchi e accessori per impianti idraulici, di riscaldamento e di condizionamento;133;671,75
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46750;Commercio all'ingrosso di prodotti chimici;340;2453,47
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46761;Commercio all'ingrosso di fibre tessili gregge e semilavorate;19;87,55
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46762;Commercio all'ingrosso di gomma greggia, materie plastiche in forme primarie e semilavorati;49;186,34
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46763;Commercio all'ingrosso di imballaggi;56;169,46
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46769;Commercio all'ingrosso di altri prodotti intermedi;81;337,37
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46771;Commercio all'ingrosso di rottami e sottoprodotti della lavorazione industriale metallici;67;196,51
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46772;Commercio all'ingrosso di altri materiali di recupero non metallici (vetro, carta, cartoni eccetera);46;183,53
2009;46;COMMERCIO ALL'INGROSSO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;46900;Commercio all'ingrosso non specializzato;888;3503,11
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47111;Ipermercati;39;4039,42
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47112;Supermercati;185;5538,15
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47113;Discount di alimentari;44;400,3
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47114;Minimercati ed altri esercizi non specializzati di alimentari vari;356;1049,21
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47115;Commercio al dettaglio di prodotti surgelati;10;51,96
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47191;Grandi magazzini;86;1974,85
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47192;Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le telecomunicazioni, elettronica di consumo audio e video, elettrodomestici;47;717,82
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47199;Empori ed altri negozi non specializzati di vari prodotti non alimentari;102;313,16
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47210;Commercio al dettaglio di frutta e verdura;230;443,23
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47220;Commercio al dettaglio di carni e di prodotti a base di carne;319;719,37
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47230;Commercio al dettaglio di pesci, crostacei e molluschi;36;103,66
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47241;Commercio al dettaglio di pane;290;664,13
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47242;Commercio al dettaglio di torte, dolciumi, confetteria;85;297,59
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47250;Commercio al dettaglio di bevande;73;141,75
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47260;Commercio al dettaglio di generi di monopolio (tabaccherie);395;773,35
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47291;Commercio al dettaglio di latte e di prodotti lattiero-caseari;91;170,15
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47292;Commercio al dettaglio di caffè torrefatto;12;29,08
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47293;Commercio al dettaglio di prodotti macrobiotici e dietetici;4;7,92
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47299;Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca;218;847,38
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47300;Commercio al dettaglio di carburante per autotrazione;287;774,78
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47410;Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati;79;345,15
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47420;Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati;169;577,77
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47430;Commercio al dettaglio di apparecchi audio e video in esercizi specializzati;44;140,89
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47511;Commercio al dettaglio di tessuti per l'abbigliamento, l'arredamento e di biancheria per la casa;187;466,08
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47512;Commercio al dettaglio di filati per maglieria e merceria;77;140,84
2009;47;COMMERCIO AL DETTAGLIO, ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI;47521;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico;268;853,36
